kernel;element_count;repeat;block_count;thread_count;time_ms;throughput;length
no-run-length3;100000;7;32;16;0.395776;10.9297;1925731
no-run-length3;100000;7;64;16;0.16752;25.8222;1925731
no-run-length3;100000;7;128;16;0.086784;49.8448;1925731
no-run-length3;100000;7;256;16;0.048544;89.1095;1925731
no-run-length3;100000;7;512;16;0.029856;144.886;1925731
no-run-length3;100000;7;8;32;0.687872;6.28857;1925731
no-run-length3;100000;7;16;32;0.34816;12.4245;1925731
no-run-length3;100000;7;32;32;0.176608;24.4934;1925731
no-run-length3;100000;7;64;32;0.091808;47.1171;1925731
no-run-length3;100000;7;128;32;0.0496;87.2123;1925731
no-run-length3;100000;7;256;32;0.029888;144.731;1925731
no-run-length3;100000;7;512;32;0.02048;211.217;1925731
no-run-length3;100000;7;8;64;0.349536;12.3756;1925731
no-run-length3;100000;7;16;64;0.178464;24.2387;1925731
no-run-length3;100000;7;32;64;0.090848;47.615;1925731
no-run-length3;100000;7;64;64;0.048864;88.5259;1925731
no-run-length3;100000;7;128;64;0.029344;147.414;1925731
no-run-length3;100000;7;256;64;0.018432;234.686;1925731
no-run-length3;100000;7;512;64;0.016192;267.152;1925731
no-run-length3;100000;7;8;128;0.1768;24.4668;1925731
no-run-length3;100000;7;16;128;0.091648;47.1994;1925731
no-run-length3;100000;7;32;128;0.049152;88.0072;1925731
no-run-length3;100000;7;64;128;0.028672;150.87;1925731
no-run-length3;100000;7;128;128;0.019072;226.811;1925731
no-run-length3;100000;7;256;128;0.016416;263.507;1925731
no-run-length3;100000;7;512;128;0.014624;295.797;1925731
no-run-length3;100000;7;8;256;0.096256;44.9399;1925731
no-run-length3;100000;7;16;256;0.0512;84.4869;1925731
no-run-length3;100000;7;32;256;0.030784;140.519;1925731
no-run-length3;100000;7;64;256;0.02048;211.217;1925731
no-run-length3;100000;7;128;256;0.016352;264.538;1925731
no-run-length3;100000;7;256;256;0.016896;256.021;1925731
no-run-length3;100000;7;512;256;0.014336;301.739;1925731
no-run-length3;100000;7;8;512;0.062464;69.2516;1925731
no-run-length3;100000;7;16;512;0.035072;123.339;1925731
no-run-length3;100000;7;32;512;0.022016;196.481;1925731
no-run-length3;100000;7;64;512;0.017792;243.128;1925731
no-run-length3;100000;7;128;512;0.015648;276.44;1925731
no-run-length3;100000;7;256;512;0.014432;299.732;1925731
no-run-length3;100000;7;512;512;0.01568;275.876;1925731
no-run-length3;100000;7;8;1024;0.0512;84.4869;1925731
no-run-length3;100000;7;16;1024;0.032256;134.106;1925731
no-run-length3;100000;7;32;1024;0.020672;209.256;1925731
no-run-length3;100000;7;64;1024;0.015296;282.801;1925731
no-run-length3;100000;7;128;1024;0.01984;218.031;1925731
no-run-length3;100000;7;256;1024;0.018048;239.679;1925731
